obp_algorithm,prp_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,num_batches,distance,type_experiment
G03,SSHAPE,10,3,900,7455610,62s-80-45-25.txt,45,80,27,11190,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,866978,62s-80-45-26.txt,45,80,31,12624,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,829311,62s-80-45-26.txt,45,80,27,11552,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1116637,62s-80-45-26.txt,45,80,80,22292,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1468535,62s-80-45-26.txt,45,80,27,11766,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1322457,62s-80-45-26.txt,45,80,31,12680,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7503349,62s-80-45-26.txt,45,80,27,11440,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,916182,62s-80-45-27.txt,45,80,32,12766,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,820172,62s-80-45-27.txt,45,80,27,10944,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1114353,62s-80-45-27.txt,45,80,80,22056,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1477728,62s-80-45-27.txt,45,80,26,10748,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1311214,62s-80-45-27.txt,45,80,32,12556,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7622552,62s-80-45-27.txt,45,80,27,10894,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,869300,62s-80-45-28.txt,45,80,31,12722,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,832962,62s-80-45-28.txt,45,80,28,11756,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1117179,62s-80-45-28.txt,45,80,80,22246,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1491192,62s-80-45-28.txt,45,80,27,11604,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1331154,62s-80-45-28.txt,45,80,33,13258,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7696037,62s-80-45-28.txt,45,80,27,11416,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,883299,62s-80-45-29.txt,45,80,32,12510,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,842124,62s-80-45-29.txt,45,80,27,11334,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1127001,62s-80-45-29.txt,45,80,80,22316,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1506831,62s-80-45-29.txt,45,80,27,11106,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1374949,62s-80-45-29.txt,45,80,33,12954,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7636669,62s-80-45-29.txt,45,80,27,11306,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,869212,62s-80-45-30.txt,45,80,31,12114,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,828733,62s-80-45-30.txt,45,80,28,11602,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1120016,62s-80-45-30.txt,45,80,80,22428,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1499673,62s-80-45-30.txt,45,80,27,11000,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1340372,62s-80-45-30.txt,45,80,33,12810,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7595997,62s-80-45-30.txt,45,80,27,11094,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,863384,62s-80-45-31.txt,45,80,30,12408,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,821339,62s-80-45-31.txt,45,80,27,11490,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1135912,62s-80-45-31.txt,45,80,80,22826,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1496039,62s-80-45-31.txt,45,80,27,11266,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1312095,62s-80-45-31.txt,45,80,34,13606,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7342988,62s-80-45-31.txt,45,80,27,11422,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,854948,62s-80-45-32.txt,45,80,31,12834,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,813871,62s-80-45-32.txt,45,80,26,11070,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1105157,62s-80-45-32.txt,45,80,80,22154,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1484868,62s-80-45-32.txt,45,80,26,11202,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1306000,62s-80-45-32.txt,45,80,32,13058,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7172439,62s-80-45-32.txt,45,80,26,11050,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,844841,62s-80-45-33.txt,45,80,30,11692,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,807094,62s-80-45-33.txt,45,80,27,11060,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1091076,62s-80-45-33.txt,45,80,80,21546,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1428693,62s-80-45-33.txt,45,80,26,10650,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1282861,62s-80-45-33.txt,45,80,30,11772,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7286458,62s-80-45-33.txt,45,80,26,10620,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,765724,62s-80-45-34.txt,45,80,27,10898,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,726884,62s-80-45-34.txt,45,80,24,9784,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1041257,62s-80-45-34.txt,45,80,80,20102,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1358409,62s-80-45-34.txt,45,80,24,9868,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1165860,62s-80-45-34.txt,45,80,29,11176,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,6563757,62s-80-45-34.txt,45,80,24,9850,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,863235,62s-80-45-35.txt,45,80,29,12042,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,824988,62s-80-45-35.txt,45,80,28,11770,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1114637,62s-80-45-35.txt,45,80,80,22568,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1484241,62s-80-45-35.txt,45,80,27,11366,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1306560,62s-80-45-35.txt,45,80,32,12928,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7503131,62s-80-45-35.txt,45,80,27,11284,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,854288,62s-80-45-36.txt,45,80,31,12618,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,804076,62s-80-45-36.txt,45,80,27,11528,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1096103,62s-80-45-36.txt,45,80,80,22008,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1478530,62s-80-45-36.txt,45,80,26,10878,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1276516,62s-80-45-36.txt,45,80,30,12046,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7301774,62s-80-45-36.txt,45,80,26,11076,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,830298,62s-80-45-37.txt,45,80,30,11872,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,778980,62s-80-45-37.txt,45,80,26,10674,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1096684,62s-80-45-37.txt,45,80,80,21398,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1412485,62s-80-45-37.txt,45,80,25,10490,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1236044,62s-80-45-37.txt,45,80,30,11908,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7059088,62s-80-45-37.txt,45,80,25,10490,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,863992,62s-80-45-38.txt,45,80,31,12660,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,836930,62s-80-45-38.txt,45,80,27,11748,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1117905,62s-80-45-38.txt,45,80,80,22582,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1467779,62s-80-45-38.txt,45,80,27,11278,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1322385,62s-80-45-38.txt,45,80,30,12194,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7555881,62s-80-45-38.txt,45,80,27,11806,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,854508,62s-80-45-39.txt,45,80,30,12516,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,804288,62s-80-45-39.txt,45,80,27,11606,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1092239,62s-80-45-39.txt,45,80,80,22506,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1453578,62s-80-45-39.txt,45,80,26,11254,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1261959,62s-80-45-39.txt,45,80,30,12272,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7122759,62s-80-45-39.txt,45,80,26,11270,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,795941,63s-80-60-0.txt,60,80,23,10024,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,754436,63s-80-60-0.txt,60,80,20,8952,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1120536,63s-80-60-0.txt,60,80,80,22162,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1422759,63s-80-60-0.txt,60,80,20,8958,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1223499,63s-80-60-0.txt,60,80,23,10022,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7607837,63s-80-60-0.txt,60,80,20,8910,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,772552,63s-80-60-1.txt,60,80,22,9736,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,733939,63s-80-60-1.txt,60,80,19,8534,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1096274,63s-80-60-1.txt,60,80,80,21308,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1354324,63s-80-60-1.txt,60,80,19,8658,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1162889,63s-80-60-1.txt,60,80,22,9816,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7110462,63s-80-60-1.txt,60,80,19,8558,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,822734,63s-80-60-2.txt,60,80,23,10034,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,790094,63s-80-60-2.txt,60,80,21,9380,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1146649,63s-80-60-2.txt,60,80,80,22736,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1431968,63s-80-60-2.txt,60,80,20,9108,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1270401,63s-80-60-2.txt,60,80,23,10168,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,44913241,63s-80-60-2.txt,60,80,21,9244,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,821076,63s-80-60-3.txt,60,80,23,9940,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,779978,63s-80-60-3.txt,60,80,21,9208,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1133146,63s-80-60-3.txt,60,80,80,22330,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1446796,63s-80-60-3.txt,60,80,20,8778,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1287614,63s-80-60-3.txt,60,80,24,9936,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7791003,63s-80-60-3.txt,60,80,21,9164,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,775049,63s-80-60-4.txt,60,80,22,9478,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,759383,63s-80-60-4.txt,60,80,20,9112,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1120144,63s-80-60-4.txt,60,80,80,22100,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1381303,63s-80-60-4.txt,60,80,19,8660,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1207808,63s-80-60-4.txt,60,80,22,9770,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7283926,63s-80-60-4.txt,60,80,19,8568,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,712540,63s-80-60-5.txt,60,80,20,8770,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,683650,63s-80-60-5.txt,60,80,18,8028,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1063458,63s-80-60-5.txt,60,80,80,20744,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1319194,63s-80-60-5.txt,60,80,18,8124,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1121006,63s-80-60-5.txt,60,80,21,9162,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,6726486,63s-80-60-5.txt,60,80,18,8188,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,861438,63s-80-60-6.txt,60,80,24,10420,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,835529,63s-80-60-6.txt,60,80,22,9822,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1171863,63s-80-60-6.txt,60,80,80,23160,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1499760,63s-80-60-6.txt,60,80,22,9822,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1389468,63s-80-60-6.txt,60,80,25,10782,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,8488749,63s-80-60-6.txt,60,80,22,9860,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,813258,63s-80-60-7.txt,60,80,23,9852,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,787291,63s-80-60-7.txt,60,80,21,9150,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1121609,63s-80-60-7.txt,60,80,80,22068,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1466730,63s-80-60-7.txt,60,80,20,9004,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1249136,63s-80-60-7.txt,60,80,24,10396,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7594740,63s-80-60-7.txt,60,80,20,8784,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,823423,63s-80-60-8.txt,60,80,23,9844,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,773043,63s-80-60-8.txt,60,80,20,8792,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1141231,63s-80-60-8.txt,60,80,80,22232,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1424732,63s-80-60-8.txt,60,80,20,8834,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1248957,63s-80-60-8.txt,60,80,23,9978,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7559633,63s-80-60-8.txt,60,80,20,8832,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,790567,63s-80-60-9.txt,60,80,22,10158,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,764714,63s-80-60-9.txt,60,80,20,9408,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1108654,63s-80-60-9.txt,60,80,80,23104,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1409246,63s-80-60-9.txt,60,80,20,9116,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1228288,63s-80-60-9.txt,60,80,22,9960,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7571652,63s-80-60-9.txt,60,80,20,9204,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,729912,63s-80-60-10.txt,60,80,20,9092,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,708228,63s-80-60-10.txt,60,80,19,8468,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1055612,63s-80-60-10.txt,60,80,80,21634,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1315658,63s-80-60-10.txt,60,80,18,8336,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1162821,63s-80-60-10.txt,60,80,21,9372,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,6725365,63s-80-60-10.txt,60,80,18,8332,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,829223,63s-80-60-11.txt,60,80,23,10188,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,784147,63s-80-60-11.txt,60,80,21,9412,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1141297,63s-80-60-11.txt,60,80,80,22896,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1426185,63s-80-60-11.txt,60,80,20,9314,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1289861,63s-80-60-11.txt,60,80,24,10548,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7716167,63s-80-60-11.txt,60,80,21,9418,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,803897,63s-80-60-12.txt,60,80,23,9892,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,766021,63s-80-60-12.txt,60,80,20,9100,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1118953,63s-80-60-12.txt,60,80,80,21762,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1439132,63s-80-60-12.txt,60,80,20,9020,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1251622,63s-80-60-12.txt,60,80,24,10528,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7629292,63s-80-60-12.txt,60,80,20,9018,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,798056,63s-80-60-13.txt,60,80,23,9796,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,755552,63s-80-60-13.txt,60,80,20,8986,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1136686,63s-80-60-13.txt,60,80,80,22124,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1426072,63s-80-60-13.txt,60,80,20,8988,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1243671,63s-80-60-13.txt,60,80,23,10032,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7547275,63s-80-60-13.txt,60,80,20,8946,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,844176,63s-80-60-14.txt,60,80,23,10130,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,826311,63s-80-60-14.txt,60,80,22,9802,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1154448,63s-80-60-14.txt,60,80,80,23172,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1496416,63s-80-60-14.txt,60,80,21,9524,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1355213,63s-80-60-14.txt,60,80,25,11052,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,8109420,63s-80-60-14.txt,60,80,21,9512,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,729143,63s-80-60-15.txt,60,80,21,9088,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,699344,63s-80-60-15.txt,60,80,18,8060,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1054010,63s-80-60-15.txt,60,80,80,21386,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1303576,63s-80-60-15.txt,60,80,18,8110,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1125008,63s-80-60-15.txt,60,80,20,8770,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,6683891,63s-80-60-15.txt,60,80,18,8280,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,837201,63s-80-60-16.txt,60,80,24,10634,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,818601,63s-80-60-16.txt,60,80,22,10116,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1153446,63s-80-60-16.txt,60,80,80,23206,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1478934,63s-80-60-16.txt,60,80,21,9460,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1334163,63s-80-60-16.txt,60,80,24,10532,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,8069339,63s-80-60-16.txt,60,80,21,9316,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,817646,63s-80-60-17.txt,60,80,23,10064,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,803062,63s-80-60-17.txt,60,80,21,9474,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1136116,63s-80-60-17.txt,60,80,80,22464,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1476391,63s-80-60-17.txt,60,80,21,9298,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1332939,63s-80-60-17.txt,60,80,24,10392,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7897389,63s-80-60-17.txt,60,80,21,9626,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,836719,63s-80-60-18.txt,60,80,24,10480,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,816981,63s-80-60-18.txt,60,80,22,9838,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1144708,63s-80-60-18.txt,60,80,80,23240,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1492734,63s-80-60-18.txt,60,80,21,9338,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1313986,63s-80-60-18.txt,60,80,24,10178,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,8010200,63s-80-60-18.txt,60,80,21,9594,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,841659,63s-80-60-19.txt,60,80,23,10410,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,817401,63s-80-60-19.txt,60,80,22,10006,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1172623,63s-80-60-19.txt,60,80,80,23104,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1473675,63s-80-60-19.txt,60,80,21,9414,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1332259,63s-80-60-19.txt,60,80,24,10196,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,8080120,63s-80-60-19.txt,60,80,21,9378,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,781712,63s-80-60-20.txt,60,80,23,9694,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,742965,63s-80-60-20.txt,60,80,20,8868,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1086167,63s-80-60-20.txt,60,80,80,21322,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1380009,63s-80-60-20.txt,60,80,19,8534,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1215010,63s-80-60-20.txt,60,80,22,9618,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7377020,63s-80-60-20.txt,60,80,20,8790,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,731966,63s-80-60-21.txt,60,80,21,8946,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,695957,63s-80-60-21.txt,60,80,19,8632,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1054187,63s-80-60-21.txt,60,80,80,21448,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1330541,63s-80-60-21.txt,60,80,18,7976,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1127350,63s-80-60-21.txt,60,80,21,8994,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,6810239,63s-80-60-21.txt,60,80,18,7908,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,833249,63s-80-60-22.txt,60,80,24,10308,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,805730,63s-80-60-22.txt,60,80,21,9668,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1145096,63s-80-60-22.txt,60,80,80,23130,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1486280,63s-80-60-22.txt,60,80,21,9668,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1325343,63s-80-60-22.txt,60,80,24,10562,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7989546,63s-80-60-22.txt,60,80,21,10012,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,750774,63s-80-60-23.txt,60,80,21,9158,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,719419,63s-80-60-23.txt,60,80,19,8830,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1101540,63s-80-60-23.txt,60,80,80,21606,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1365655,63s-80-60-23.txt,60,80,19,8508,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1195536,63s-80-60-23.txt,60,80,22,9598,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7116641,63s-80-60-23.txt,60,80,19,8802,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,815649,63s-80-60-24.txt,60,80,23,10060,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,799003,63s-80-60-24.txt,60,80,21,9604,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1142906,63s-80-60-24.txt,60,80,80,22552,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1457500,63s-80-60-24.txt,60,80,20,9244,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1294643,63s-80-60-24.txt,60,80,24,10448,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7801322,63s-80-60-24.txt,60,80,21,9122,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,829178,63s-80-60-25.txt,60,80,24,10266,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,776641,63s-80-60-25.txt,60,80,21,9558,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1127119,63s-80-60-25.txt,60,80,80,22026,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1447217,63s-80-60-25.txt,60,80,20,9016,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1271697,63s-80-60-25.txt,60,80,23,10050,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7712970,63s-80-60-25.txt,60,80,21,9176,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,743193,63s-80-60-26.txt,60,80,21,9094,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,724379,63s-80-60-26.txt,60,80,19,8306,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1070816,63s-80-60-26.txt,60,80,80,21472,WITH_ENCAPSULATION
G01,SSHAPE,10,3,900,1362974,63s-80-60-26.txt,60,80,19,8388,WITH_ENCAPSULATION
G02,SSHAPE,10,3,900,1150846,63s-80-60-26.txt,60,80,22,9346,WITH_ENCAPSULATION
G03,SSHAPE,10,3,900,7043456,63s-80-60-26.txt,60,80,19,8608,WITH_ENCAPSULATION
FCFS,SSHAPE,10,3,900,780054,63s-80-60-27.txt,60,80,22,9674,WITH_ENCAPSULATION
RANDOM,SSHAPE,10,3,900,771409,63s-80-60-27.txt,60,80,20,9290,WITH_ENCAPSULATION
SOP,SSHAPE,10,3,900,1122585,63s-80-60-27.txt,60,80,80,22146,WITH_ENCAPSULATION
