obp_algorithm,prp_algorithm,ls_algorithm,num_aisles,num_cross_aisles,num_storage_locations,time,code_instance,capacity_device,num_orders,before_num_batches,before_distance,after_num_batches,after_distance,type_experiment
RANDOM,LGAP,LS_1x1,10,3,900,2534902,65s-90-30-8.txt,30,90,49,16944,49,16944,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,70298717,65s-90-30-8.txt,30,90,50,17096,50,17042,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,149958869,65s-90-30-8.txt,30,90,50,17086,50,17086,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,31943715,65s-90-30-9.txt,30,90,46,16319,46,16214,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2457063,65s-90-30-9.txt,30,90,45,16188,45,16162,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,32296639,65s-90-30-9.txt,30,90,46,16434,46,16295,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,198797182,65s-90-30-9.txt,30,90,45,16171,45,16162,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,29571757,65s-90-30-10.txt,30,90,55,18371,55,18153,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3574402,65s-90-30-10.txt,30,90,53,17991,53,17919,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,66787925,65s-90-30-10.txt,30,90,54,17834,54,17748,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,84661459,65s-90-30-10.txt,30,90,56,18450,56,18450,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,23889631,65s-90-30-11.txt,30,90,49,16252,49,16226,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3439295,65s-90-30-11.txt,30,90,50,16512,50,16438,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,47488306,65s-90-30-11.txt,30,90,48,16102,48,15812,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,178341921,65s-90-30-11.txt,30,90,49,16297,49,16297,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,21284137,65s-90-30-12.txt,30,90,45,15145,45,15145,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2992967,65s-90-30-12.txt,30,90,44,14735,44,14656,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,38306135,65s-90-30-12.txt,30,90,46,15142,46,14951,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,210746410,65s-90-30-12.txt,30,90,43,14765,43,14765,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9884373,65s-90-30-13.txt,30,90,45,15777,45,15729,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2634565,65s-90-30-13.txt,30,90,45,15819,45,15735,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,42137318,65s-90-30-13.txt,30,90,45,15652,45,15517,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,207306561,65s-90-30-13.txt,30,90,45,15828,45,15780,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,29113590,65s-90-30-14.txt,30,90,47,16273,47,16234,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2358397,65s-90-30-14.txt,30,90,44,15757,44,15488,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,47036978,65s-90-30-14.txt,30,90,44,15475,44,15187,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,95885356,65s-90-30-14.txt,30,90,46,16115,46,15936,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,33597803,65s-90-30-15.txt,30,90,55,17839,55,17807,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3105232,65s-90-30-15.txt,30,90,52,17378,52,17334,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,40121051,65s-90-30-15.txt,30,90,52,17260,52,17157,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,144976331,65s-90-30-15.txt,30,90,53,17772,53,17772,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12031154,65s-90-30-16.txt,30,90,44,15573,44,15573,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2458408,65s-90-30-16.txt,30,90,46,15828,46,15725,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,32125837,65s-90-30-16.txt,30,90,45,15749,45,15717,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,128616419,65s-90-30-16.txt,30,90,46,16015,46,15967,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,21198666,65s-90-30-17.txt,30,90,44,15050,44,14949,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2586025,65s-90-30-17.txt,30,90,43,14828,43,14828,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,19957128,65s-90-30-17.txt,30,90,43,14613,43,14272,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,185736396,65s-90-30-17.txt,30,90,43,14991,43,14868,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,22504615,65s-90-30-18.txt,30,90,48,16819,48,16819,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2495074,65s-90-30-18.txt,30,90,48,16836,48,16659,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,39714390,65s-90-30-18.txt,30,90,47,16606,47,16260,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,70206577,65s-90-30-18.txt,30,90,49,16815,49,16731,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,22514791,65s-90-30-19.txt,30,90,46,15776,46,15776,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2939108,65s-90-30-19.txt,30,90,47,16117,47,16059,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,37404117,65s-90-30-19.txt,30,90,45,15671,45,15343,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,203981874,65s-90-30-19.txt,30,90,45,15447,45,15399,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,20027202,65s-90-30-20.txt,30,90,51,17629,51,17491,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3146934,65s-90-30-20.txt,30,90,51,17623,51,17587,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,61970474,65s-90-30-20.txt,30,90,50,17625,50,17583,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,169314076,65s-90-30-20.txt,30,90,52,18099,52,18099,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,15396142,65s-90-30-21.txt,30,90,46,15805,46,15689,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2272781,65s-90-30-21.txt,30,90,47,15922,47,15870,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,36460066,65s-90-30-21.txt,30,90,45,15512,45,15298,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,134800698,65s-90-30-21.txt,30,90,45,15503,45,15391,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,7143351,65s-90-30-22.txt,30,90,46,16088,46,16088,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2457587,65s-90-30-22.txt,30,90,49,16562,49,16531,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,67689639,65s-90-30-22.txt,30,90,49,16646,49,16455,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,177715960,65s-90-30-22.txt,30,90,49,16645,49,16645,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,17800632,65s-90-30-23.txt,30,90,47,16286,47,16115,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2671348,65s-90-30-23.txt,30,90,45,15624,45,15624,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,54178293,65s-90-30-23.txt,30,90,47,16132,47,15832,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,91647767,65s-90-30-23.txt,30,90,48,16372,48,16246,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,6651079,65s-90-30-24.txt,30,90,44,15831,44,15831,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3737332,65s-90-30-24.txt,30,90,46,16070,46,16070,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,14646939,65s-90-30-24.txt,30,90,44,15824,44,15602,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,79716270,65s-90-30-24.txt,30,90,47,16115,47,16049,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,29465922,65s-90-30-25.txt,30,90,49,17085,49,17085,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2507846,65s-90-30-25.txt,30,90,46,16185,46,16139,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,42248584,65s-90-30-25.txt,30,90,47,16482,47,16341,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,163848821,65s-90-30-25.txt,30,90,47,16651,47,16633,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,11914995,65s-90-30-26.txt,30,90,48,16471,48,16375,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2945741,65s-90-30-26.txt,30,90,49,16912,49,16912,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,47495920,65s-90-30-26.txt,30,90,49,16926,49,16616,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,140215884,65s-90-30-26.txt,30,90,49,16869,49,16869,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,11784652,65s-90-30-27.txt,30,90,46,15910,46,15910,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2993144,65s-90-30-27.txt,30,90,48,16161,48,16065,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,26970592,65s-90-30-27.txt,30,90,45,15875,45,15769,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,147968060,65s-90-30-27.txt,30,90,46,16027,46,16027,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,24644515,65s-90-30-28.txt,30,90,51,17730,51,17698,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3173043,65s-90-30-28.txt,30,90,52,18002,52,17988,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,77866365,65s-90-30-28.txt,30,90,54,17943,54,17718,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,154335443,65s-90-30-28.txt,30,90,51,17734,51,17734,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14013157,65s-90-30-29.txt,30,90,48,16174,48,16088,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2853799,65s-90-30-29.txt,30,90,49,16410,49,16279,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,49326031,65s-90-30-29.txt,30,90,49,16160,49,16124,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,174933157,65s-90-30-29.txt,30,90,48,16000,48,16000,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,37417248,65s-90-30-30.txt,30,90,55,18474,55,18474,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2096294,65s-90-30-30.txt,30,90,56,18479,56,18479,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,106460740,65s-90-30-30.txt,30,90,54,18400,54,18165,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,126841953,65s-90-30-30.txt,30,90,54,18222,54,18222,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,19799553,65s-90-30-31.txt,30,90,47,16594,47,16511,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2843222,65s-90-30-31.txt,30,90,46,16183,46,16091,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,48479683,65s-90-30-31.txt,30,90,48,16802,48,16575,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,239007471,65s-90-30-31.txt,30,90,45,16173,45,16173,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,7319994,65s-90-30-32.txt,30,90,44,15285,44,15285,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2238790,65s-90-30-32.txt,30,90,44,15256,44,15144,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,11521888,65s-90-30-32.txt,30,90,44,15067,44,14993,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,110327389,65s-90-30-32.txt,30,90,46,15818,46,15785,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,21363109,65s-90-30-33.txt,30,90,51,17319,51,17275,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2646896,65s-90-30-33.txt,30,90,48,16871,48,16757,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,57907840,65s-90-30-33.txt,30,90,49,17273,49,17201,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,185361324,65s-90-30-33.txt,30,90,48,16888,48,16888,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,22062674,65s-90-30-34.txt,30,90,49,16861,49,16861,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2679015,65s-90-30-34.txt,30,90,50,16933,50,16933,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,78619794,65s-90-30-34.txt,30,90,50,17029,50,16907,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,134636334,65s-90-30-34.txt,30,90,48,16685,48,16651,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,15534382,65s-90-30-35.txt,30,90,48,16312,48,16282,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2443488,65s-90-30-35.txt,30,90,49,16681,49,16681,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,38598577,65s-90-30-35.txt,30,90,47,16189,47,16065,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,170634470,65s-90-30-35.txt,30,90,49,16492,49,16492,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,29290050,65s-90-30-36.txt,30,90,52,17622,52,17622,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2210462,65s-90-30-36.txt,30,90,51,17671,51,17561,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,44971037,65s-90-30-36.txt,30,90,51,17418,51,17414,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,192641150,65s-90-30-36.txt,30,90,50,17318,50,17318,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,28403811,65s-90-30-37.txt,30,90,48,16105,48,16048,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2228975,65s-90-30-37.txt,30,90,47,16111,47,16067,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,39286752,65s-90-30-37.txt,30,90,47,16020,47,15679,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,256368959,65s-90-30-37.txt,30,90,46,15994,46,15994,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,25357685,65s-90-30-38.txt,30,90,49,16806,49,16688,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2708145,65s-90-30-38.txt,30,90,49,16695,49,16649,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,49918318,65s-90-30-38.txt,30,90,49,16768,49,16630,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,159366594,65s-90-30-38.txt,30,90,50,17036,50,16988,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,19243287,65s-90-30-39.txt,30,90,47,16114,47,16093,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2374797,65s-90-30-39.txt,30,90,45,15715,45,15640,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,27960266,65s-90-30-39.txt,30,90,46,15956,46,15906,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,157368534,65s-90-30-39.txt,30,90,46,15740,46,15740,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,5014036,66s-90-45-0.txt,45,90,30,12886,30,12886,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,1951558,66s-90-45-0.txt,45,90,30,13055,30,13017,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,21749324,66s-90-45-0.txt,45,90,30,12915,30,12499,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,38400424,66s-90-45-0.txt,45,90,30,12906,30,12421,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9091893,66s-90-45-1.txt,45,90,32,13538,32,13501,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3335689,66s-90-45-1.txt,45,90,33,13717,33,13410,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,20425066,66s-90-45-1.txt,45,90,32,13618,32,13221,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,53119449,66s-90-45-1.txt,45,90,32,13479,32,12923,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,22503350,66s-90-45-2.txt,45,90,31,13134,31,13134,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2911110,66s-90-45-2.txt,45,90,30,12598,30,12576,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24576325,66s-90-45-2.txt,45,90,30,12648,30,12152,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,37687670,66s-90-45-2.txt,45,90,30,12685,30,12285,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,4293559,66s-90-45-3.txt,45,90,31,12967,31,12967,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2838659,66s-90-45-3.txt,45,90,31,13187,31,13089,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,23075385,66s-90-45-3.txt,45,90,32,13286,32,12827,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,44721488,66s-90-45-3.txt,45,90,32,13258,32,12863,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,4740641,66s-90-45-4.txt,45,90,28,11939,28,11939,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2395063,66s-90-45-4.txt,45,90,28,11788,28,11746,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,31872845,66s-90-45-4.txt,45,90,29,12189,29,11519,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,30283605,66s-90-45-4.txt,45,90,29,12188,29,11525,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,3865639,66s-90-45-5.txt,45,90,30,12756,30,12756,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2526949,66s-90-45-5.txt,45,90,31,12984,31,12795,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,20209200,66s-90-45-5.txt,45,90,31,12996,31,12483,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,47439248,66s-90-45-5.txt,45,90,31,13177,31,12476,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9970779,66s-90-45-6.txt,45,90,31,13146,31,13146,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3164236,66s-90-45-6.txt,45,90,31,13192,31,13048,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,24982157,66s-90-45-6.txt,45,90,31,13190,31,12589,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,49610244,66s-90-45-6.txt,45,90,31,13310,31,12702,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,11739618,66s-90-45-7.txt,45,90,31,13165,31,13153,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3502763,66s-90-45-7.txt,45,90,31,13219,31,13010,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,33651152,66s-90-45-7.txt,45,90,31,12991,31,12700,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,33699894,66s-90-45-7.txt,45,90,31,13221,31,12702,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12330324,66s-90-45-8.txt,45,90,31,13138,31,13138,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3111897,66s-90-45-8.txt,45,90,31,12986,31,12964,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,16694964,66s-90-45-8.txt,45,90,31,12678,31,12333,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,43117106,66s-90-45-8.txt,45,90,31,12942,31,12389,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,4195647,66s-90-45-9.txt,45,90,30,12924,30,12924,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2846724,66s-90-45-9.txt,45,90,31,13062,31,12994,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,28591807,66s-90-45-9.txt,45,90,31,13298,31,12727,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,41573684,66s-90-45-9.txt,45,90,31,13072,31,12386,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,16854515,66s-90-45-10.txt,45,90,32,13486,32,13486,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2607499,66s-90-45-10.txt,45,90,32,13691,32,13535,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,26456879,66s-90-45-10.txt,45,90,32,13529,32,12984,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,42343989,66s-90-45-10.txt,45,90,32,13615,32,13025,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14682551,66s-90-45-11.txt,45,90,30,12638,30,12582,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2808176,66s-90-45-11.txt,45,90,29,12637,29,12491,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,20937629,66s-90-45-11.txt,45,90,30,12833,30,12080,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,39529268,66s-90-45-11.txt,45,90,29,12432,29,12079,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14000085,66s-90-45-12.txt,45,90,34,14269,34,14205,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3550465,66s-90-45-12.txt,45,90,34,14008,34,13918,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,30574325,66s-90-45-12.txt,45,90,34,14001,34,13457,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,54475279,66s-90-45-12.txt,45,90,34,13871,34,13470,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,9391517,66s-90-45-13.txt,45,90,31,13256,31,13256,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3619106,66s-90-45-13.txt,45,90,31,12936,31,12936,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,20717060,66s-90-45-13.txt,45,90,31,13076,31,12676,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,46410112,66s-90-45-13.txt,45,90,31,12958,31,12414,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,14863865,66s-90-45-14.txt,45,90,32,13317,32,13317,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2841831,66s-90-45-14.txt,45,90,32,12957,32,12937,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,21828878,66s-90-45-14.txt,45,90,32,13226,32,12665,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,38612218,66s-90-45-14.txt,45,90,31,13096,31,12605,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12067861,66s-90-45-15.txt,45,90,28,11783,28,11783,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,3329898,66s-90-45-15.txt,45,90,28,11729,28,11456,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,17719226,66s-90-45-15.txt,45,90,28,11568,28,11255,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,53055997,66s-90-45-15.txt,45,90,28,11756,28,11336,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x0,10,3,900,12455160,66s-90-45-16.txt,45,90,29,11809,29,11809,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x1,10,3,900,2863980,66s-90-45-16.txt,45,90,29,11893,29,11893,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_1x2,10,3,900,21637267,66s-90-45-16.txt,45,90,29,11898,29,11287,WITHOUT_ENCAPSULATION
RANDOM,LGAP,LS_2x2,10,3,900,29199406,66s-90-45-16.txt,45,90,29,11762,29,11354,WITHOUT_ENCAPSULATION
